Tissue_Type,Cell_Type,Machine_Learning,Precision,Recall,F1_score,Accuracy,Selected_Features,Positive_Samples,Negative_Samples
Adrenal_gland,Connective,Random_Forest,0.7395833333333334,0.3817204301075269,0.5035460992907801,0.8351001177856302,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Size.Perimeter, Shape.Eccentricity, Shape.EquivalentDiameter, Shape.Extent, Shape.MinorMajorAxisRatio, Shape.Solidity, Shape.HuMoments1, Shape.WeightedHuMoments1, Shape.FSD4, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",928,3316
Adrenal_gland,Connective,XGBoost,0.5423728813559322,0.5161290322580645,0.5289256198347108,0.7985865724381626,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Size.Perimeter, Shape.Eccentricity, Shape.EquivalentDiameter, Shape.Extent, Shape.MinorMajorAxisRatio, Shape.Solidity, Shape.HuMoments1, Shape.WeightedHuMoments1, Shape.FSD4, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",928,3316
Adrenal_gland,Connective,LightGBM,0.5072463768115942,0.5645161290322581,0.5343511450381679,0.784452296819788,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Size.Perimeter, Shape.Eccentricity, Shape.EquivalentDiameter, Shape.Extent, Shape.MinorMajorAxisRatio, Shape.Solidity, Shape.HuMoments1, Shape.WeightedHuMoments1, Shape.FSD4, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",928,3316
Adrenal_gland,Connective,SVM,0.4618181818181818,0.6827956989247311,0.5509761388286334,0.7561837455830389,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Size.Perimeter, Shape.Eccentricity, Shape.EquivalentDiameter, Shape.Extent, Shape.MinorMajorAxisRatio, Shape.Solidity, Shape.HuMoments1, Shape.WeightedHuMoments1, Shape.FSD4, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",928,3316
Adrenal_gland,Connective,Gradient_Boosting,0.6470588235294118,0.41397849462365593,0.5049180327868853,0.8221436984687868,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Size.Perimeter, Shape.Eccentricity, Shape.EquivalentDiameter, Shape.Extent, Shape.MinorMajorAxisRatio, Shape.Solidity, Shape.HuMoments1, Shape.WeightedHuMoments1, Shape.FSD4, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",928,3316
Adrenal_gland,Connective,Weighted_Ensemble,0.5657142857142857,0.532258064516129,0.5484764542936288,0.8080094228504122,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Size.Perimeter, Shape.Eccentricity, Shape.EquivalentDiameter, Shape.Extent, Shape.MinorMajorAxisRatio, Shape.Solidity, Shape.HuMoments1, Shape.WeightedHuMoments1, Shape.FSD4, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",928,3316
Adrenal_gland,Dead,Decision_Tree,0.0,0.0,0.0,1.0,"Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.IDM.Mean, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.SumAverage.Mean, Nucleus.Haralick.SumAverage.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.SumEntropy.Mean, Nucleus.Haralick.SumEntropy.Range, Nucleus.Haralick.Entropy.Mean, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Mean, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range, Nucleus.Haralick.IMC2.Mean, Nucleus.Haralick.IMC2.Range",0,4244
Adrenal_gland,Dead,Random_Forest,0.0,0.0,0.0,1.0,"Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.IDM.Mean, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.SumAverage.Mean, Nucleus.Haralick.SumAverage.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.SumEntropy.Mean, Nucleus.Haralick.SumEntropy.Range, Nucleus.Haralick.Entropy.Mean, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Mean, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range, Nucleus.Haralick.IMC2.Mean, Nucleus.Haralick.IMC2.Range",0,4244
Adrenal_gland,Dead,LightGBM,0.0,0.0,0.0,1.0,"Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.IDM.Mean, Nucleus.Haralick.IDM.Range, Nucleus.Haralick.SumAverage.Mean, Nucleus.Haralick.SumAverage.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.SumEntropy.Mean, Nucleus.Haralick.SumEntropy.Range, Nucleus.Haralick.Entropy.Mean, Nucleus.Haralick.Entropy.Range, Nucleus.Haralick.DifferenceVariance.Mean, Nucleus.Haralick.DifferenceVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range, Nucleus.Haralick.IMC2.Mean, Nucleus.Haralick.IMC2.Range",0,4244
Adrenal_gland,Epithelial,Logistic_Regression,0.316,0.7053571428571429,0.43646408839779005,0.7597173144876325,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Epithelial,Decision_Tree,0.4380952380952381,0.4107142857142857,0.423963133640553,0.8527679623085983,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Epithelial,Random_Forest,0.8333333333333334,0.26785714285714285,0.40540540540540543,0.8963486454652533,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Epithelial,XGBoost,0.6236559139784946,0.5178571428571429,0.5658536585365853,0.8951707891637221,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Epithelial,LightGBM,0.58,0.5178571428571429,0.5471698113207547,0.8869257950530035,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Epithelial,SVM,0.41509433962264153,0.7857142857142857,0.5432098765432098,0.8256772673733804,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Epithelial,Gradient_Boosting,0.7142857142857143,0.4017857142857143,0.5142857142857142,0.8998822143698468,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Epithelial,Weighted_Ensemble,0.6511627906976745,0.5,0.5656565656565656,0.8987043580683156,"Nucleus.Intensity.Min, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Std, Nucleus.Intensity.Skewness, Nucleus.Intensity.Kurtosis, Nucleus.Intensity.HistEnergy, Nucleus.Intensity.HistEntropy, Nucleus.Gradient.Mag.Mean, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Mag.HistEnergy, Nucleus.Haralick.Contrast.Mean, Nucleus.Haralick.Contrast.Range, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Mean, Nucleus.Haralick.IMC1.Mean",560,3684
Adrenal_gland,Neoplastic,Logistic_Regression,0.8029350104821803,0.7393822393822393,0.7698492462311558,0.7302709069493521,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Shape.EquivalentDiameter, Shape.Extent, Shape.Solidity, Shape.WeightedHuMoments1, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Skewness, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",2588,1656
Adrenal_gland,Neoplastic,Decision_Tree,0.7373358348968105,0.7586872586872587,0.7478591817316841,0.6878680800942285,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Shape.EquivalentDiameter, Shape.Extent, Shape.Solidity, Shape.WeightedHuMoments1, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Skewness, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",2588,1656
Adrenal_gland,Neoplastic,Random_Forest,0.7773851590106007,0.8494208494208494,0.8118081180811808,0.7597173144876325,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Shape.EquivalentDiameter, Shape.Extent, Shape.Solidity, Shape.WeightedHuMoments1, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Skewness, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",2588,1656
Adrenal_gland,Neoplastic,XGBoost,0.7888675623800384,0.7934362934362934,0.7911453320500481,0.7444051825677267,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Shape.EquivalentDiameter, Shape.Extent, Shape.Solidity, Shape.WeightedHuMoments1, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Skewness, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",2588,1656
Adrenal_gland,Neoplastic,LightGBM,0.8051181102362205,0.7895752895752896,0.797270955165692,0.7550058892815077,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Shape.EquivalentDiameter, Shape.Extent, Shape.Solidity, Shape.WeightedHuMoments1, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Skewness, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",2588,1656
Adrenal_gland,Neoplastic,SVM,0.826271186440678,0.752895752895753,0.7878787878787878,0.7526501766784452,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Shape.EquivalentDiameter, Shape.Extent, Shape.Solidity, Shape.WeightedHuMoments1, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Skewness, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",2588,1656
Adrenal_gland,Neoplastic,Gradient_Boosting,0.7765765765765765,0.832046332046332,0.8033550792171482,0.751472320376914,"Size.Area, Size.ConvexHullArea, Size.MinorAxisLength, Shape.EquivalentDiameter, Shape.Extent, Shape.Solidity, Shape.WeightedHuMoments1, Nucleus.Intensity.Mean, Nucleus.Intensity.Median, Nucleus.Intensity.MeanMedianDiff, Nucleus.Intensity.Skewness, Nucleus.Gradient.Mag.Std, Nucleus.Gradient.Canny.Sum, Nucleus.Haralick.SumOfSquares.Mean, Nucleus.Haralick.SumOfSquares.Range, Nucleus.Haralick.SumVariance.Mean, Nucleus.Haralick.SumVariance.Range, Nucleus.Haralick.DifferenceEntropy.Range, Nucleus.Haralick.IMC1.Mean, Nucleus.Haralick.IMC1.Range",2588,1656
